ICAO,IATA,FAA,Name,Served City,Country,Latitude,Longitude,Category,Rescue and Fire Airport,Deice Info,Deice Not Available
KGKY,,GKY,Arlington Municipal,Arlington,United States,32.663861,-97.094278,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KGLS,GLS,GLS,Scholes International At Galveston,Galveston,United States,29.265333,-94.860417,AirSprint Inc.: A,,No Deice Mentions Found,
KGMU,GMU,GMU,Greenville Downtown,Greenville,United States,34.847944,-82.35,AirSprint Inc.: A,,"DEICE/ANTI-ICE [10JUN24]:

•	Not Available",Yes
KGNT,GNT,GNT,Grants-Milan Municipal  ,Grants,United States,35.1672778,-107.9020556,AirSprint Inc.: A,,No Deice Mentions Found,
KGNV,GNV,GNV,Gainesville Regional,Gainesville,United States,29.690056,-82.271778,AirSprint Inc.: A,,No Deice Mentions Found,
KGON,GON,GON,Groton–New London,Groton (new London),United States,41.330056,-72.045139,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type I available at FBO only",No
KGPI,FCA,GPI,Glacier Park International,Kalispell,United States,48.3105,-114.256,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Types 1 and 4 Available - Call FBO for more information",No
KGPT,GPT,GPT,Gulfport-Biloxi International,Gulfport,United States,30.407269,-89.070096,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE: 

•	Contact FBO and update notes",No
KGRB,GRB,GRB,Green Bay - Austin Straubel International,Green Bay,United States,44.484634,-88.129713,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE:

•	Type 1 & 4 available at FBO",No
KGRD,GRD,GRD,Greenwood County  ,Greenwood,United States,34.250394,-82.157809,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Not Available: Can only hanger the CJ2 or CJ3",Yes
KGRR,GRR,GRR,Gerald R Ford International,Grand Rapids,United States,42.880833,-85.522806,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KGSO,GSO,GSO,Piedmont Triad International,Greensboro,United States,36.101327,-79.941123,AirSprint Inc.: A,,"DEICE/ANTI ICE:

•	Type 1 and 4 available - organized through FBO",No
KGSP,GSP,GSP,Greenville Spartanburg International,Greer,United States,34.895671,-82.218859,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Type 1 and 4 available through FBO",No
KGTF,GTF,GTF,Great Falls International,Great Falls,United States,47.482299,-111.370279,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE [09MAY24]:

•	Services Available
•	Type 1 & 4
•	Call FBO to arrange",No
KGUP,GUP,GUP,Gallup Municipal  ,Gallup,United States,35.5110583,-108.7893083,AirSprint Inc.: A,,No Deice Mentions Found,
KGVQ,,GVQ,Genesee County  ,Batavia,United States,43.03175,-78.169667,AirSprint Inc.: A,,No Deice Mentions Found,
KGYR,GYR,GYR,Phoenix Goodyear  ,Goodyear,United States,33.423278,-112.375361,AirSprint Inc.: A,,No Deice Mentions Found,
KGYY,GYY,GYY,Gary - Chicago International,Gary,United States,41.61725,-87.414528,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Contact for availability",No
KHAB,HAB,HAB,Marion County Rankin Fite,Hamilton,United States,34.116944,-87.998222,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KHAO,HAO,HAO,Butler County Regional - Hogan Field,Hamilton,United States,39.36375,-84.521944,,,Error: Expecting value: line 1 column 1 (char 0),
KHCR,,HCR,Heber Valley,Heber,United States,40.481806,-111.428806,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1/4 available
•	Pilot to set up services with FBO staff.",No
KHDC,,HDC,Hammond Northshore Regional,Hammond,United States,30.521688,-90.41838,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Not Available",Yes
KHDN,HDN,HDN,Yampa Valley,Hayden,United States,40.481194,-107.217667,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available: Type I and Type IV
•	Contact Atlantic",No
KHEF,MNZ,HEF,Manassas Regional - Harry P Davis Field,Manassas,United States,38.721023,-77.515101,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KHFD,HFD,HFD,Hartford–Brainard  ,Hartford,United States,41.736722,-72.649444,AirSprint Inc.: A,,No Deice Mentions Found,
KHGR,HGR,HGR,Hagerstown Regional - Richard A Henson Field,Hagerstown,United States,39.7085,-77.7265,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KHHR,HHR,HHR,Jack Northrop Field Hawthorne Municipal,Hawthorne,United States,33.9269444,-118.3363889,AirSprint Inc.: B,,No Deice Mentions Found,
KHIB,HIB,HIB,Range Regional,Hibbing,United States,47.386575,-92.838978,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available at FBO",No
KHII,HII,HII,Lake Havasu City  ,Lake Havasu City,United States,34.571124,-114.358277,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Not available",Yes
KHLG,HLG,HLG,Wheeling Ohio County,Wheeling,United States,40.175011,-80.646268,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•	No service",No
KHLN,HLN,HLN,Helena Regional,Helena,United States,46.606722,-111.983278,AirSprint Inc.: A,,No Deice Mentions Found,
KHND,HSH,HND,Henderson Executive,Las Vegas,United States,35.972855,-115.134385,AirSprint Inc.: A,,No Deice Mentions Found,
KHOB,HOB,HOB,Lea County Regional,Hobbs,United States,32.6875,-103.2173333,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KHOU,HOU,HOU,William P. Hobby,Houston,United States,29.6458,-95.277232,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KHPN,HPN,HPN,Westchester County,White Plains,United States,41.066953,-73.707566,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KHQU,,HQU,Thomson-McDuffie County,Thomson,United States,33.529722,-82.516944,AirSprint Inc.: A,,No Deice Mentions Found,
KHQZ,,HQZ,Mesquite Metropolitan ,Mesquite,United States,32.746963,-96.530417,AirSprint Inc.: A,,No Deice Mentions Found,
KHRL,HRL,HRL,Valley International,Harlingen,United States,26.227111,-97.655139,AirSprint Inc.: A,,No Deice Mentions Found,
KHRO,HRO,HRO,Boone County  ,Harrison,United States,36.261521,-93.154729,AirSprint Inc.: A,,No Deice Mentions Found,
KHSV,HSV,HSV,Huntsville International-Carl T Jones Field,Huntsville,United States,34.637197,-86.775054,AirSprint Inc.: A,,No Deice Mentions Found,
KHTS,HTS,HTS,Tri-State - Milton J Ferguson Field,Huntington,United States,38.368508,-82.56036,AirSprint Inc.: A,,"FBO/FUEL:

Huntington Jet Center 

•	PH: 304-453-6165 
•	HRS: 0700L - 1100L, after hours please call (304) 544-6165
•	Jet A available 
•	Deice ?",No
KHUL,HUL,HUL,Houlton International,Houlton,United States,46.124607,-67.79236,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KHUT,HUT,HUT,Hutchinson Regional,Hutchinson,United States,38.066155,-97.86049,AirSprint Inc.: A,A_5,"DEICE/ANTI-ICE:

•	Not available",Yes
KHVN,HVN,HVN,Tweed - New Haven,New Haven,United States,41.263725,-72.887729,AirSprint Inc.: A,,"DEICE/ANTI-ICE
•       Airport has limited winter MX 
•	Type I and Type IV deicing services available. 
•	Robinson Aviation will apply or will arrange for deicing services to be applied at Perimeter Road. Tower will direct.",No
KHWD,HWD,HWD,Hayward Executive  ,Hayward,United States,37.658929,-122.121737,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KHXD,HHH,HXD,Hilton Head,Hilton Head Island,United States,32.224495,-80.697401,AirSprint Inc.: A,A_6,"DE-ICE/ANTI-ICE:

•	Not available",Yes
KHYA,HYA,HYA,Cape Cod Gateway,Hyannis,United States,41.669337,-70.280359,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available: Type 1 $100.00 per half hour",No
KHYI,,HYI,San Marcos Regional,Austin,United States,29.89275,-97.863,AirSprint Inc.: A,,No Deice Mentions Found,
KIAD,IAD,IAD,Washington Dulles International,Washington,United States,38.947444,-77.459944,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	De/anti-ice type 1 $18.00/gallon, type 4 $25.00/gallon
•	Done on north ramp entrance between rows 2 and 3 at FBO",No
KIAG,IAG,IAG,Niagara Falls International,Niagara Falls,United States,43.107557,-78.945847,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Type 1 & 4 available",No
KIAH,IAH,IAH,George Bush Intcntl - Houston,Houston,United States,29.984435,-95.341443,AirSprint Inc.: A,A_10,"DE-ICE/ANTI-ICE:

•	No service",No
KICT,ICT,ICT,Wichita Dwight D. Eisenhower National,Wichita,United States,37.649952,-97.433043,AirSprint Inc.: A,A_7,"DEICE/ANTI ICE:

•	Types 1 and 4 Available",No
KIDA,IDA,IDA,Idaho Falls Regional,Idaho Falls,United States,43.513673,-112.07082,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KIFP,IFP,IFP,Laughlin - Bullhead International,Bullhead City,United States,35.154614,-114.559332,AirSprint Inc.: A,,No Deice Mentions Found,
KILG,ILG,ILG, New Castle  ,Wilmington,United States,39.67871,-75.606635,AirSprint Inc.: A,,"DEICE/ANTI-ICE [20JUN24]:

•	Types I & IV available at FBO",No
KILM,ILM,ILM,Wilmington International,Wilmington,United States,34.271139,-77.902889,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Not available",Yes
KILN,ILN,ILN,Wilmington Air Park,Wilmington,United States,39.427917,-83.792111,AirSprint Inc.: A,,No Deice Mentions Found,
KIND,IND,IND,Indianapolis International,Indianapolis,United States,39.717306,-86.294639,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KINL,INL,INL,Falls International - Einarson Field,International Falls,United States,48.565588,-93.402179,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Full type 1 and type 4 deice service available with a boom truck. •	•	$25/gal type 1 & 4",No
KINT,INT,INT,Smith Reynolds,Winston Salem,United States,36.133714,-80.221988,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KIOW,IOW,IOW,Iowa City Municipal,Iowa City,United States,41.639778,-91.548139,AirSprint Inc.: A,,No Deice Mentions Found,
KIPT,IPT,IPT,Williamsport Regional,Williamsport,United States,41.241667,-76.921806,AirSprint Inc.: A,,No Deice Mentions Found,
KIRS,IRS,IRS,Kirsch Municipal,Sturgis,United States,41.813288,-85.438961,AirSprint Inc.: A,,No Deice Mentions Found,
KISM,ISM,ISM,Kissimmee Gateway  ,Orlando,United States,28.289807,-81.437081,AirSprint Inc.: A,,No Deice Mentions Found,
KISP,ISP,ISP,Long Island MacArthur,New York,United States,40.796136,-73.100665,AirSprint Inc.: A,,No Deice Mentions Found,
KISW,ISW,ISW,Alexander Field South Wood County ,Wisconsin Rapids,United States,44.360355,-89.839039,AirSprint Inc.: A,,No Deice Mentions Found,
KITH,ITH,ITH,Ithaca Tompkins International,Ithaca,United States,42.491361,-76.458722,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available",No
KIWA,AZA,IWA,Phoenix–Mesa Gateway,Phoenix,United States,33.307824,-111.655459,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	No Services Available",No
KJAC,JAC,JAC,Jackson Hole,Jackson,United States,43.607333,-110.73775,AirSprint Inc.: A,,No Deice Mentions Found,
KJAN,JAN,JAN,Jackson-Medgar Wiley Evers International,Jackson,United States,32.311167,-90.075889,AirSprint Inc.: A,,No Deice Mentions Found,
KJAX,JAX,JAX,Jacksonville International,Jacksonville,United States,30.494046,-81.687847,AirSprint Inc.: A,A_8,"DEICE/ANTI ICE:

•	Available at FBO, contact",No
KJEF,JEF,JEF,Jefferson City Memorial  ,Jefferson City,United States,38.591174,-92.156145,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KJFK,JFK,JFK,John F Kennedy International,New York,United States,40.639928,-73.778692,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KJHW,JHW,JHW,Chautauqua County - Jamestown,Jamestown,United States,42.153394,-79.258023,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Services Available: Type 1 and Type 4",No
KJKA,GUF,JKA,Gulf Shores International - Jack Edwards Field,Gulf Shores,United States,30.289639,-87.671778,AirSprint Inc.: A,,No Deice Mentions Found,
KJPX,HTO,JPX,East Hampton Town,East Hampton,United States,40.959417,-72.251667,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•	Not available",Yes
KJST,JST,JST,John Murtha Johnstown - Cambria County,Johnstown,United States,40.315556,-78.834667,AirSprint Inc.: A,,Error: 'NoneType' object has no attribute 'upper',
KJVY,,JVY,Clark Regional,Jeffersonville,United States,38.366618,-85.738145,AirSprint Inc.: A,,No Deice Mentions Found,
KJWN,,JWN,John C. Tune,Nashville,United States,36.183022,-86.886495,AirSprint Inc.: A,,No Deice Mentions Found,
KJYM,,JYM,Hillsdale Municipal,Hillsdale,United States,41.921303,-84.586699,AirSprint Inc.: A,,No Deice Mentions Found,
KJZI,,JZI,Charleston Executive  ,Charleston,United States,32.701028,-80.00325,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not Available",Yes
KJZP,,JZP,Pickens County ,Jasper,United States,34.453472,-84.457222,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KLAL,LAL,LAL,Lakeland Linder International,Lakeland,United States,27.987639,-82.019,AirSprint Inc.: A,,No Deice Mentions Found,
KLAN,LAN,LAN,Capital Region International,Lansing,United States,42.778639,-84.586194,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Available",No
KLAS,LAS,LAS,Harry Reid International,Las Vegas,United States,36.0800439,-115.1522361,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE: 

•	Not available",Yes
KLAX,LAX,LAX,Los Angeles International,Los Angeles,United States,33.942496,-118.408049,AirSprint Inc.: A,A_10,"DEICE/ANTI ICE: 

•	N/A",No
KLBB,LBB,LBB,Lubbock Preston Smith International,Lubbock,United States,33.663667,-101.820556,AirSprint Inc.: A,,No Deice Mentions Found,
KLBO,,LBO,Floyd W Jones Lebanon,Lebanon,United States,37.648322,-92.652431,AirSprint Inc.: A,,No Deice Mentions Found,
KLCI,LCI,LCI,Laconia Municipal,Laconia,United States,43.573042,-71.417842,AirSprint Inc.: A,,"FBO/RAMP/HANGAR:

Emerson Aviation

•	PH: 603-293-7980
•	Emails: emersoninfo@emersonaviation.com
•	Hours: Open 7 days a week, 7am-7pm (after hours available upon request)

Fuel:

•	Jet A - Available

Deice:

•	Type I & IV available",No
KLCK,LCK,LCK,Rickenbacker International,Columbus,United States,39.813788,-82.927816,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KLEB,LEB,LEB,Lebanon Municipal,Lebanon,United States,43.626111,-72.304194,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	De-ice services provided by FBO
•	Type 1 and Type 4: $20/gal",No
KLEE,LEE,LEE,Leesburg International,Leesburg,United States,28.822898,-81.808418,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No services available",No
KLEX,LEX,LEX,Blue Grass,Lexington,United States,38.03675,-84.608639,AirSprint Inc.: A,,Error: 'NoneType' object has no attribute 'upper',
KLGA,LGA,LGA,LaGuardia,New York,United States,40.77725,-73.872611,AirSprint Inc.: A,A_8,"DEICE/ANTI ICE:

•	Available at FBO",No
KLGB,LGB,LGB,Long Beach (Daugherty Field),Long Beach,United States,33.81793,-118.151891,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KLHQ,,LHQ,Fairfield County,Lancaster,United States,39.755639,-82.657096,AirSprint Inc.: A,,No Deice Mentions Found,
KLIT,LIT,LIT,Bill And Hillary Clinton National - Adams Field,Little Rock,United States,34.729441,-92.224777,AirSprint Inc.: A,A_4,No Deice Mentions Found,
KLLQ,,LLQ,Monticello Municipal - Ellis Field,Monticello,United States,33.638556,-91.751,AirSprint Inc.: A,,No Deice Mentions Found,
KLMS,LMS,LMS,Louisville - Winston County,Louisville,United States,33.145988,-89.062448,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KLNK,LNK,LNK,Lincoln,Lincoln,United States,40.850891,-96.759121,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE: 

•	Type 1 ($18.75/G) and Type 4 ($22.50/G) Available - Duncan Aviation
•	Proceed to FBO ramp - 24/7 service",No
KLNS,LNS,LNS,Lancaster,Lancaster,United States,40.122361,-76.294361,AirSprint Inc.: A,,No Deice Mentions Found,
KLOL,LOL,LOL,Derby Field,Lovelock,United States,40.066467,-118.565086,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not Available",Yes
KLRD,LRD,LRD,Laredo International,Laredo,United States,27.544194,-99.461583,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KLRU,LRU,LRU,Las Cruces International  ,Las Cruces,United States,32.2894167,-106.9219722,AirSprint Inc.: A,,No Deice Mentions Found,
KLSE,LSE,LSE,La Crosse Regional,La Crosse,United States,43.879266,-91.256634,AirSprint Inc.: A,,No Deice Mentions Found,
KLUK,LUK,LUK,Cincinnati Municipal - Lunken Field,Cincinnati,United States,39.103333,-84.418611,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

Signature Flight Support 
•	Type 1 & 4 - Available 
•	PH: 513-871-8600
•	HRS: 0500L - 0000L, Call out available on request",No
KLVK,LVK,LVK,Livermore Municipal,Livermore,United States,37.693389,-121.820361,AirSprint Inc.: A,,No Deice Mentions Found,
KLVM,LVM,LVM,Mission Field,Livingston,United States,45.699417,-110.448028,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 only available at FBO",No
KLWB,LWB,LWB,Greenbrier Valley  ,Lewisburg,United States,37.858307,-80.399482,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 De-Ice available only",No
KLYH,LYH,LYH,Lynchburg Regional - Preston Glenn Field,Lynchburg,United States,37.325389,-79.201222,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KLZU,LZU,LZU, Gwinnett County Briscoe Field,Lawrenceville,United States,33.978092,-83.962364,AirSprint Inc.: A,,No Deice Mentions Found,
KMAF,MAF,MAF,Midland International Air And Space Port,Midland,United States,31.942528,-102.201917,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KMBL,MBL,MBL,Manistee County - Blacker,Manistee,United States,44.272465,-86.246901,AirSprint Inc.: A,,No Deice Mentions Found,
KMBS,MBS,MBS,Mbs International,Saginaw,United States,43.532927,-84.079636,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type I and Type IV deicing services available 
•	Avflight will apply on their ramp",No
KMCI,MCI,MCI,Kansas City International,Kansas City,United States,39.297611,-94.713889,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available - Contact FBO for more information",No
KMCN,MCN,MCN,Middle Georgia Regional,Macon,United States,32.692833,-83.649222,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Not available",Yes
KMCO,MCO,MCO,Orlando International,Orlando,United States,28.429389,-81.309,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE [13MAY24]:

•	Available at FBO",No
KMCW,MCW,MCW,Mason City Municipal,Mason City,United States,43.157806,-93.33125,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Check with FBO if services available.",No
KMDT,MDT,MDT,Harrisburg International,Harrisburg,United States,40.193192,-76.762619,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 available from FBO",No
KMDW,MDW,MDW,Chicago Midway International,Chicago,United States,41.785972,-87.752417,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KMEM,MEM,MEM,Memphis International,Memphis,United States,35.042411,-89.976679,AirSprint Inc.: A,,No Deice Mentions Found,
KMFR,MFR,MFR,Rogue Valley International–Medford,Medford,United States,42.3742222,-122.8735,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KMGW,MGW,MGW,Morgantown Municipal - Walter L Bill Hart Field,Morgantown,United States,39.643595,-79.917547,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

The Morgantown Municipal Airport FBO
•	Type 1 Available
•	PH: 304-296-2359",No
KMHP,,MHP,John Edwin Jones Sr Field - Metter Municipal,Metter,United States,32.373972,-82.081444,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KMHR,MHR,MHR,Sacramento Mather,Sacramento,United States,38.555311,-121.297211,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KMHT,MHT,MHT,Manchester Boston Regional,Manchester,United States,42.932806,-71.43575,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Available at FBO",No
KMIA,MIA,MIA,Miami International,Miami,United States,25.795361,-80.290116,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KMKC,MKC,MKC,Charles B. Wheeler Downtown,Kansas City,United States,39.122936,-94.592823,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available: 1 and 4
•	Contact FBO",No
KMKE,MKE,MKE,General Mitchell International,Milwaukee,United States,42.946932,-87.897064,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type I and Type IV deicing services available. 
•	will apply on their ramp. 
•	Type I: $19/gal
•	Type IV: $21/gal",No
KMKY,MRK,MKY,Marco Island Executive ,Marco Island,United States,25.995028,-81.672528,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KMLB,MLB,MLB,Melbourne Orlando International,Melbourne,United States,28.10275,-80.64525,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KMLI,MLI,MLI,Quad Cities International,Moline,United States,41.448209,-90.50777,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KMMI,MMI,MMI,McMinn County  ,Athens,United States,35.399194,-84.561778,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KMMU,MMU,MMU,Morristown Municipal,Morristown,United States,40.7993333,-74.4148889,AirSprint Inc.: A,,"DEICE (27OCT21):

•	De-ice service provided by FBO on their ramp (only Type 1 and 4 fluid available)
•	Notify FBO 1 hour prior to requiring de-ice
•	129.6 ice truck frequency, if engines running must advise.
•	Any aircraft that has been deiced will not be able to return to the ramp once it has left

•	Full instructions available at the FBO.
•	Type 1: $31.00/G (55% gycol 45%water) 
•	Type 4: 41.00/G (100% gycol)
•	Set up fee: $52.00",No
KMOB,MOB,MOB,Mobile Regional,Mobile,United States,30.691417,-88.242833,AirSprint Inc.: A,,No Deice Mentions Found,
KMOD,MOD,MOD,Modesto City-County-Harry Sham Field,Modesto,United States,37.625825,-120.95443,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not Available",Yes
KMOT,MOT,MOT,Minot International,Minot,United States,48.257639,-101.278028,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available: Type 1 and Type 4 


Fees:

•	Deicing $240.00 + taxes up to 15 gallons (type 1 only).Each additional gallons of type 1 $16.00 plus taxes
•	Type 4 $240.00 + taxes and $32.00 plus taxes per gallon",No
KMQS,CTH,MQS,Chester County G. O. Carlson  ,Coatesville,United States,39.978972,-75.865472,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 & 4 Available
•	Call FBO to arrange",No
KMRH,,MRH,Michael J. Smith Field,Beaufort,United States,34.733759,-76.660355,AirSprint Inc.: A,,No Deice Mentions Found,
KMRY,MRY,MRY,Monterey Regional,Monterey,United States,36.586952,-121.842783,AirSprint Inc.: A,A_6,"DEICE/ANTI ICE:

•	No service",No
KMSN,MSN,MSN,Dane County Regional - Truax Field,Madison,United States,43.139879,-89.337504,AirSprint Inc.: A,,"DEICE/ANTI-CE:

•	Available at FBO",No
KMSO,MSO,MSO,Missoula Montana,Missoula,United States,46.916306,-114.090556,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Available at FBO",No
KMSP,MSP,MSP,Minneapolis-St Paul International - Wold-Chamberlain,Minneapolis,United States,44.881972,-93.221778,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	Done on Signature Ramp. Type 1 and 4 available",No
KMSS,MSS,MSS,Massena International-Richards Field,Massena,United States,44.936241,-74.84512,AirSprint Inc.: A,,No Deice Mentions Found,
KMSY,MSY,MSY,Louis Armstrong New Orleans International,New Orleans,United States,29.993278,-90.259028,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KMTH,MTH,MTH,The Florida Keys Marathon International,Marathon,United States,24.726194,-81.051361,AirSprint Inc.: A,,No Deice Mentions Found,
KMTJ,MTJ,MTJ,Montrose Regional,Montrose,United States,38.509806,-107.89425,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Services Available: Type I and Type IV
•	Contact Phone: Atlantic

Fees:
•	Type 1 and Type 4? Type 1: $24/ gallon. Type 4: $30/gallon",No
KMVY,MVY,MVY,Martha's Vineyard,Vineyard Haven,United States,41.393418,-70.613874,AirSprint Inc.: A,,"DEICE/ANTI-ICE [04JUN24]:

•	Type I & IV available at FBO",No
KMWH,MWH,MWH,Grant County International,Moses Lake,United States,47.208583,-119.319139,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Has type 1 for de-ice, no type 4. Trucks call out is 220",No
KMWK,,MWK,Mount Airy - Surry County,Mount Airy,United States,36.461362,-80.55321,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KMWL,MWL,MWL,Mineral Wells Regional,Mineral Wells,United States,32.781606,-98.060175,AirSprint Inc.: A,,No Deice Mentions Found,
KMYL,MYL,MYL,Mc Call Municipal,Mc Call,United States,44.888744,-116.101752,AirSprint Inc.: A,,"DEICE/ANTI-ICE [29MAY24]:

•	Type 1 available only",No
KMYR,MYR,MYR,Myrtle Beach International,Myrtle Beach,United States,33.679741,-78.928321,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KNEW,NEW,NEW,Lakefront,New Orleans,United States,30.042417,-90.02825,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KNUQ,NUQ,NUQ,Moffett Federal Airfield,Mountain View,United States,37.416144,-122.049129,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KNVD,NVD,NVD,Nevada Municipal,Nevada,United States,37.852477,-94.304608,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Not Available",Yes
KOAK,OAK,OAK,Oakland San Francisco Bay Airport,Oakland,United States,37.721261,-122.221151,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE: 

•	Not available",Yes
KOBE,OBE,OBE,Okeechobee County,Okeechobee,United States,27.266574,-80.850391,AirSprint Inc.: A,,No Deice Mentions Found,
KOCF,OCF,OCF,Ocala International-Jim Taylor Field,Ocala,United States,29.171877,-82.224115,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KOFP,,OFP,Hanover County Municipal,Richmond/ashland,United States,37.708944,-77.436639,AirSprint Inc.: A,,No Deice Mentions Found,
KOGD,OGD,OGD,Ogden-Hinckley,Ogden,United States,41.19507,-112.012195,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at SkyShare",No
KOGS,OGS,OGS,Ogdensburg International,Ogdensburg,United States,44.68225,-75.46325,AirSprint Inc.: A,,No Deice Mentions Found,
KOJC,OJC,OJC,Johnson County Executive  ,Olathe,United States,38.847598,-94.737584,AirSprint Inc.: B,,"DEICE/ANTI-ICE:
Services  NOT AVAILABLE:",Yes
KOKC,OKC,OKC,Will Rogers World,Oklahoma City,United States,35.393074,-97.600762,AirSprint Inc.: A,,No Deice Mentions Found,
